,Unnamed: 0,Company,Href,Likes,Name,Retweets,Series,Text,Time
401,1052,Vungle,/TammyFabulous,0 likes,Tammy Han,0 retweets,_Series_A,@vungle has launched! Back to work now. Behind the Launch: Vungle Goes Live http://mashable.com/2012/06/25/vungle-launch/ … via @mashable,25 Jun 2012
402,1053,Vungle,/BeyondMVP,0 likes,BeyondMVP,0 retweets,_Series_A,Cool series! RT @mashable: Behind the Launch: Vungle Goes Live http://on.mash.to/OkBNkP  #behindthelaunch,25 Jun 2012
403,1054,Vungle,/kamalpatel,0 likes,kamalpatel,12 retweets,_Series_A,Dont Try This At Home: How Vungle Broke In To Silicon Valley http://onforb.es/LaXa2v ,25 Jun 2012
404,1055,Vungle,/TheWomenNetwork,0 likes,Women Network,0 retweets,_Series_A,Behind the Launch: Vungle Goes Live: We've been following Vungle for a couple months -- today we see their produ... http://bit.ly/Q5ed94 ,25 Jun 2012
405,1056,Vungle,/hany,0 likes,Hany Rashwan,0 retweets,_Series_A,This guys never cease to impress me. “@_jacksmith: How Vungle Broke In To Silicon Valley - Forbes http://onforb.es/MTrrkW  ”,25 Jun 2012
406,1057,Vungle,/TSNFB,0 likes,The Startup Nation,0 retweets,_Series_A,Mashable's new video series Behind the Launch is going behind the scenes at Vungle an in-app video advertising... http://fb.me/2eRo403pO ,25 Jun 2012
407,1059,Vungle,/yeoa,0 likes,Andy Yeo,0 retweets,_Series_A,Behind the Launch: Vungle Goes Live http://bit.ly/MwguY1  @mashable,25 Jun 2012
408,1060,Vungle,/adamostrow,0 likes,"Adam Ostrow
Verified account
",1 retweet,_Series_A,The moment we've been waiting for on our original docuseries #BehindTheLaunch: @Vungle goes live - http://mashable.com/2012/06/25/vungle-launch/ …,25 Jun 2012
409,1061,Vungle,/brockpierce,0 likes,Ƀrock Pierce,0 retweets,_Series_A,Vungle takes its in-app video trailer service out of beta with a $1M developer fund http://www.insidemobileapps.com/2012/06/19/vungle-takes-its-in-app-video-trailer-service-out-of-beta-with-a-1m-developer-fund/ … via @InsideNetwork,25 Jun 2012
410,1062,Vungle,/sapientiamedia,0 likes,Sapientia Media,0 retweets,_Series_A,"Mashable: Behind the Launch: Vungle Goes Live - In Mashable's new video series Behind the Launch, we're taking camer... http://ow.ly/1kR2lO ",25 Jun 2012
411,1064,Vungle,/connectcontacts,94 likes,Connect Contacts,"1,480 retweets",_Series_A,#Entrepreneurs #News Don't Try This At Home: How Vungle Broke In To Silicon Valley http://onforb.es/OkVCso  #Forbes #London,25 Jun 2012
412,1065,Vungle,/VNBrands,1 like,VNBrands,"1,229 retweets",_Series_A,Don't Try This At Home: How Vungle Broke In To Silicon Valley: What do you do if you're a new startup in London ... http://adf.ly/A3ktc ,25 Jun 2012
413,1066,Vungle,/Neha_Thakral,0 likes,Neha,0 retweets,_Series_A,"Behind the Launch: Vungle Goes Live: 

In Mashable's new video series Behind the Launch, we're taking cameras be... http://bit.ly/ML5dFE ",25 Jun 2012
414,1067,Vungle,/tomiogeron,0 likes,Tomio Geron,17 retweets,_Series_A,Don't Try This At Home: How Vungle Broke In To Silicon Valley - http://onforb.es/MTrrkW ,25 Jun 2012
415,1068,Vungle,/someitweb,0 likes,SoMeIT,0 retweets,_Series_A,(http://bit.ly/MnAv4G ) - Behind the Launch: Vungle Goes Live @ Some IT - Social Media Information Technology,25 Jun 2012
416,1069,Vungle,/Wulffy,0 likes,Wolfgang Peters,0 retweets,_Series_A,New @Mashable: Behind the Launch: Vungle Goes Live http://bit.ly/Q3KP2W ,25 Jun 2012
417,1070,Vungle,/soarwithfirefly,0 likes,Firefly Marketing,0 retweets,_Series_A,"Mashable: Behind the Launch: Vungle Goes Live - In Mashable's new video series Behind the Launch, we're taking camer... http://ht.ly/1kQZ2n ",25 Jun 2012
418,1071,Vungle,/DebraMayer,1 like,Debra Mayer,0 retweets,_Series_A,Blog Post: Behind the Launch: Vungle Goes Live http://dlvr.it/1mLDH4 ,25 Jun 2012
419,1072,Vungle,/jaysv,0 likes,Jay Vasudevan,0 retweets,_Series_A,mashable: Behind the Launch: Vungle Goes Live http://on.mash.to/OkBNkP  #behindthelaunch,25 Jun 2012
420,1073,Vungle,/Rap_Payne,0 likes,Rap Payne,0 retweets,_Series_A,"Behind the Launch: Vungle Goes Live http://bit.ly/LWIl7Y  In Mashable's new video series Behind the Launch, we're taking cameras behind t...",25 Jun 2012
421,1074,Vungle,/lmanuel88,0 likes,Lawrence Manuel ಠ_ಠ,0 retweets,_Series_A,"Adding in-app video ads and download links directly in your mobile app with ""Vungle"".  Official launch today! http://goo.gl/J4Gr1  #vungle",25 Jun 2012
422,1075,Vungle,/AntonioVChanal,0 likes,AntonioVallejoChanal,1 retweet,_Series_A,Behind the Launch: Vungle Goes Live http://feeds.mashable.com/~r/Mashable/~3/ViqS0OPnwE8/ …,25 Jun 2012
423,1076,Vungle,/sergioaruizh,0 likes,Sergio Ruíz SEO,0 retweets,_Series_A,"#Tech Behind the Launch: Vungle Goes Live: 

In Mashable's new video series Behind the Launch, we're taking came... http://bit.ly/OkG3kq ",25 Jun 2012
424,1077,Vungle,/AlexRacanelli,0 likes,Alex Racanelli,0 retweets,_Series_A,"#mashable Behind the Launch: Vungle Goes Live: More About: Behind the Launch Series, features, laun... http://bit.ly/MnvsRD  #socialmedia",25 Jun 2012
425,1080,BookShout,/BookShout,0 likes,BookShout!,0 retweets,_Series_A,Wonderful essay from the Boston Globe concerning the history of reading: http://bo.st/ogWqab ,12 Jul 2011
426,1088,Placeiq,/gadgetman,0 likes,Marc Kleinmaier,0 retweets,_Series_A,Contextually Aware | SoLoMo is out! http://bit.ly/puREuf  ▸ Top stories today via @placeiq @semil @wllk @gadgetman @tomcoates,13 Nov 2011
427,1089,Placeiq,/PlaceIQ,0 likes,PlaceIQ,0 retweets,_Series_A,During #adtech we will be speaking at the @geowebsummit this Thursday http://bit.ly/eEIjeL  Quick @PlaceIQ interview http://bit.ly/aoTQcs ,7 Nov 2011
428,1090,Placeiq,/infoarbitrage,0 likes,Roger Ehrenberg,0 retweets,_Series_A,Catching up w/@dunkmac and @placeiq (@ Chaya Brasserie w/ 2 others) http://4sq.com/uPlagg ,1 Nov 2011
429,1092,Placeiq,/PlaceIQ,0 likes,PlaceIQ,1 retweet,_Series_A,Thanks for the shout out Alex:  MOBILE10 @alexrahaman interview http://camj.am/vCW73q  featuring @StrikeAd @viber @DanielRRosen @placeiq,31 Oct 2011
430,1093,Placeiq,/alexrahaman,0 likes,Alex Rahaman,0 retweets,_Series_A,Thanks James ! @jamescameron my interview http://camj.am/vCW73q  featuring @viber @DanielRRosen @placeiq @miloshopping @omarh #in,31 Oct 2011
431,1094,Placeiq,/jamescameron,0 likes,jamescameron,1 retweet,_Series_A,#MOBILE10 @alexrahaman interview http://camj.am/vCW73q  featuring @StrikeAd @viber @DanielRRosen @placeiq @miloshopping @omarh,31 Oct 2011
432,1095,Placeiq,/geowebforum,0 likes,Geoweb Forum,0 retweets,_Series_A,PlaceIQ ‘building index of the physical world’ http://geowebforum.com/2011/10/placeiq-building-index-of-the-physical-world/ … via @geowebforum - #geowebsummit #SFS11 #CETW #adtech,27 Oct 2011
433,1103,Placeiq,/SmartAdServerEN,0 likes,SmartAdServer EN,0 retweets,_Series_A,"Smart ad serving: web, mobile & tab http://bit.ly/mRQR49 to ▸ today in a new edition: @hugocandeias @mobiledeals2 @placeiq",22 Oct 2011
434,1104,Placeiq,/bradm262run,0 likes,Brad Mumbrue,0 retweets,_Series_A,Cool combo! Data mining start-up PlaceIQ sees fit w/Digital OOH: location+context+immediacy http://sixteen-nine.net/2011/09/09/data-mining-start-up-placeiq-sees-nice-fit-with-digital-ooh/ … via @bdallen,7 Oct 2011
435,1113,Placeiq,/janiedelaney,0 likes,MomonElections2016,0 retweets,_Series_A,Dublin mccall placeiq transform location into content,22 Sep 2011
436,1114,Placeiq,/PlaceIQ,0 likes,PlaceIQ,0 retweets,_Series_A,"About to go on stage @theadclub media innovation day.  Great turnout!  

 http://twitpic.com/6osl14 ",22 Sep 2011
437,1116,Placeiq,/bdallen,1 like,Ben Allen,1 retweet,_Series_A,Data mining start-up PlaceIQ sees nice fit with Digital OOH http://sixteen-nine.net/2011/09/09/data-mining-start-up-placeiq-sees-nice-fit-with-digital-ooh/ …,22 Sep 2011
438,1117,Placeiq,/prolawrssfeed,0 likes,MyProLaw,0 retweets,_Series_A,Skyhook Announces Partnership with PlaceIQ and SpotRank Data http://bit.ly/qB86Ik ,22 Sep 2011
439,1118,Placeiq,/NicholasGoubert,0 likes,Nicholas Goubert,0 retweets,_Series_A,Skyhook partners with PlaceIQ: Profiling gets even more local http://www.lbszone.com/content/view/7931/2/#.Tnr8b9wAU7E.twitter … via,22 Sep 2011
440,1120,Placeiq,/mobileeurope,0 likes,Mobile Europe,1 retweet,_Series_A,Skyhook and PlaceIQ to combine location databases for developers and advertisers http://bit.ly/p8oBdU ,21 Sep 2011
441,1121,Placeiq,/TWT_PARTNERS,0 likes,TWT PARTNERS,0 retweets,_Series_A,Skyhook Wireless Partners With PlaceIQ For Enhanced Location ...: Skyhook Wireless Partners With PlaceIQ For Enh... http://bit.ly/r739W3 ,21 Sep 2011
442,1122,Placeiq,/indoorLBS,0 likes,IndoorLBS,0 retweets,_Series_A,"#Skyhook #placeIQ
http://www.skyhookwireless.com/press/skyhookplaceiq.php …",20 Sep 2011
443,1123,Placeiq,/justin_bomb,0 likes,Justin Bomberowitz,0 retweets,_Series_A,@Skyhook Partners With @PlaceIQ For Enhanced Location Data http://bostinnovation.com/2011/09/20/skyhook-partners-with-placeiq-for-enhanced-location-data/ …,20 Sep 2011
444,1124,Placeiq,/laurarich,0 likes,Laura Rich,0 retweets,_Series_A,Boulder represent! Startup @PlaceIQ will appear at hyperlocal event Street Fight Summit 2011 next month in NYC. http://bit.ly/oHZbcj ,20 Sep 2011
445,1125,Placeiq,/theadclub,1 like,The Ad Club,0 retweets,_Series_A,@PlaceIQ great to have you there alongside #BrandinHand in our #mobile segment @ #AdClubMID Thurs! Agenda: http://bit.ly/nbh9qi ,20 Sep 2011
446,1126,Placeiq,/infoarbitrage,0 likes,Roger Ehrenberg,1 retweet,_Series_A,RT @PlaceIQ: Very pleased to announce we are working closely with our friends at #skyhookwireless http://bit.ly/obQBjp  Awesome!,20 Sep 2011
447,1127,Placeiq,/Kingkeyword,0 likes,the Key,0 retweets,_Series_A,Skyhook Announces Partnership with PlaceIQ and SpotRank Data: “Laying our SpotRank data over PlaceIQ's has creat... http://bit.ly/nGJMx8 ,20 Sep 2011
448,1128,Placeiq,/maxgladwell,1 like,Max Gladwell,0 retweets,_Series_A,Big fan of PlaceIQ “@SkyhookWireless: Harnessing Geo-Location Data to Profile Places  http://bit.ly/pTyDmH ,20 Sep 2011
449,1129,Placeiq,/Skyhook,1 like,Skyhook Wireless,3 retweets,_Series_A,Skyhook announces partnership with @placeIQ and SpotRank data http://bit.ly/pPRF3u ,20 Sep 2011
450,1130,Placeiq,/datapeddler,0 likes,DataPeddler.com,0 retweets,_Series_A,Sixteen:Nine – Data mining start-up PlaceIQ sees nice fit with Digital ... http://bit.ly/qE8zYJ ,15 Sep 2011
451,1131,Placeiq,/Smaato,0 likes,Smaato Inc.,0 retweets,_Series_A,Mobile Advertising Daily is out! http://bit.ly/9oDjNt  ▸ Top stories today via @kazakhembassy @jennrouthier @dtrinquier @sangram101 @placeiq,14 Sep 2011
452,1132,Placeiq,/PlaceIQ,1 like,PlaceIQ,0 retweets,_Series_A,"Mobile more effective than print, TV and Web ads: InsightExpress http://bit.ly/rgLcEM  #mobileadvertising",13 Sep 2011
453,1133,Placeiq,/MediaTechGuy,0 likes,Josh Dreller,0 retweets,_Series_A,PlaceIQ http://cot.ag/rm9mpb  Extracts context & meaning from location data to generate actionable intelligence about a hyper local location,13 Sep 2011
454,1134,Placeiq,/PlaceIQ,1 like,PlaceIQ,4 retweets,_Series_A,More mobile internet users than wireline by 2015 in USA. #mobileadvertising http://selnd.com/noIKpN ,12 Sep 2011
455,1135,Placeiq,/infoarbitrage,5 likes,Roger Ehrenberg,1 retweet,_Series_A,RT @PlaceIQ: Alot of exciting potential: RT @sixteennine: Data mining start-up PlaceIQ sees nice fit w/#DigitalOOH http://bit.ly/nmUjMi ,11 Sep 2011
456,1136,Placeiq,/sixteennine,0 likes,Dave Haynes - 16:9,0 retweets,_Series_A,Data mining start-up PlaceIQ sees nice fit with #DigitalOOH http://sixteen-nine.biz/?p=7223 ,9 Sep 2011
457,1137,Placeiq,/streetfightmag,0 likes,Street Fight,4 retweets,_Series_A,Duncan McCall from @placeiq on how his company is harnessing geo-location data to create #hyperlocal place profiles: http://bit.ly/p1VTKk ,24 Aug 2011
458,1139,Placeiq,/PlaceIQ,1 like,PlaceIQ,0 retweets,_Series_A,Wow indeed.... Apple Sneaks A Big Change Into iOS 5: Phasing Out Developer Access To The UDID http://tcrn.ch/pF7rZG   via @techcrunch,19 Aug 2011
459,1140,Placeiq,/infoarbitrage,0 likes,Roger Ehrenberg,0 retweets,_Series_A,Mobile Users Eager to Offer Their Location in Exchange for Better Content & Deals http://techcrunch.com/2011/08/17/mobile-users-eager-to-offer-their-location-in-exchange-for-better-content-deals/ … Right on! @placeiq $$,17 Aug 2011
460,1142,Placeiq,/urbanmapping,0 likes,Urban Mapping,0 retweets,_Series_A,more geo-smackdown coming this fall @thewherebiz conf: http://bit.ly/pD8mFF  Attn @mapattack @SeanGorman @RobMBailey @PlaceIQ gloves OFF,12 Jul 2011
461,1144,Placeiq,/mcinerneyj,0 likes,James McInerney,0 retweets,_Series_A,these guys get it: PlaceIQ http://www.placeiq.com/ ,23 Jun 2011
462,1157,Placeiq,/freegamers27,0 likes,freegamers,0 retweets,_Series_A,"Feed Trial» PlaceIQ: page Log In about category Pipes (62) Web media (973) announcement (1) other (4) India circumstances (1) information technology (13,991) new... http://bit.ly/iMsQuM",22 May 2011
463,1161,Placeiq,/infoarbitrage,0 likes,Roger Ehrenberg,0 retweets,_Series_A,Hanging at @iaventures for @placeiq board meeting w/@ganeumann @dunkmac @bsiscovick,13 May 2011
464,1164,Placeiq,/ConorSwanson,0 likes,ConorSwanson,0 retweets,_Series_A,Check out PlaceIQ Focused On Providing Hyper Local Data Across Digital Channels @ http://www.adexchanger.com/data-exchanges/placeiq/,11 May 2011
465,1166,Placeiq,/danroversi,0 likes,Daniel Roversi,0 retweets,_Series_A,"PlaceIQ Location-aware advertising block by block, pretty cool: http://tcrn.ch/hCgyKx  via @techcrunch",9 May 2011
466,1174,Placeiq,/rickwilliams,1 like,Rick Williams,0 retweets,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://goo.gl/fb/geU4L,27 Apr 2011
467,1178,Placeiq,/bsiscovick,0 likes,Ben Siscovick,1 retweet,_Series_A,Another great piece on @placeiq RT @adexchanger: PlaceIQ Focused On Providing Hyper Local Data Across Digital Channels http://bit.ly/i0J21c ,26 Apr 2011
468,1180,Placeiq,/adexchanger,0 likes,"AdExchanger
Verified account
",3 retweets,_Series_A,PlaceIQ Focused On Providing Hyper Local Data Across Digital Channels Says CEO McCall http://bit.ly/i0J21c,26 Apr 2011
469,1181,Placeiq,/streetfightmag,1 like,Street Fight,0 retweets,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://tcrn.ch/hCgyKx  via @techcrunch,26 Apr 2011
470,1186,Placeiq,/bellorob,0 likes,RBR,0 retweets,_Series_A,PlaceIQ’s Location-Aware #Advertising Can #Target You Block By Block http://zite.to/faeIuQ #GeoLocation #Marketing,25 Apr 2011
471,1188,Placeiq,/PrestonEhrler,0 likes,Preston Ehrler,0 retweets,_Series_A,Here is a new TC post... PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://om.ly/BSrgF,25 Apr 2011
472,1190,Placeiq,/iguchi,0 likes,takahito,1 retweet,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://tcrn.ch/hCgyKx  via @techcrunch,25 Apr 2011
473,1192,Placeiq,/gadgetboy,0 likes,John Federico,0 retweets,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://ow.ly/4GHtR,25 Apr 2011
474,1196,Placeiq,/bsiscovick,0 likes,Ben Siscovick,0 retweets,_Series_A,Great writeup cc @iaventures RT @TechCrunch: PlaceIQ's Location-Aware Advertising Can Target You Block By Block http://tcrn.ch/hCgyKx ,25 Apr 2011
475,1201,Placeiq,/NataliaZarina,0 likes,Natalia,0 retweets,_Series_A,Loving this hyper-local start up scene: @TechCrunch: PlaceIQ's Location-Aware Advertising Can Target You Block By Block http://tcrn.ch/hCgyKx ,25 Apr 2011
476,1202,Placeiq,/davidweinfeld,0 likes,David Weinfeld,0 retweets,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://tcrn.ch/hCgyKx  Perfect targeting solution for digital signage.,25 Apr 2011
477,1203,Placeiq,/MarkBesh,0 likes,Mark Besh,0 retweets,_Series_A,PlaceIQ's location-aware advertising can dynamically target people 'block-by-block'—Working with Where; NavTeq; etc. #fb http://bwbx.io/QgXP,25 Apr 2011
478,1204,Placeiq,/noxhanti,0 likes,Noxi,0 retweets,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block - Mozilla Firefox http://ow.ly/4GtqP,25 Apr 2011
479,1205,Placeiq,/jmgall,0 likes,J.M. Gall,0 retweets,_Series_A,#PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://goo.gl/fb/KzNw3 TechCrunch.com,25 Apr 2011
480,1208,Placeiq,/scott_hannan,0 likes,Scott Hannan,0 retweets,_Series_A,Great idea :) PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://tcrn.ch/hCgyKx  via @techcrunch,25 Apr 2011
481,1210,Placeiq,/retailigence,0 likes,Retailigence Corp.,0 retweets,_Series_A,PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://so-kt.tw/9WX @iaventures proud to be working w/@placeiq team,25 Apr 2011
482,1213,Placeiq,/nicoleperri,0 likes,Nicole Perri,0 retweets,_Series_A,RT @techcrunch PlaceIQ’s Location-Aware Advertising Can Target You Block By Block http://ow.ly/1ckQwz,25 Apr 2011
483,1219,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"‘Criminals Gone Wild’ Actor Speaks: 

Share This http://tinyurl.com/37eouv",13 Dec 2007
484,1220,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,"People’s Resistance - Regal Chowk Rally today at 4:00: Challo Challo, Regal Chowk Challo !!

Share This http://tinyurl.com/2gol86",13 Dec 2007
485,1221,ShareThis,/TheAmyTucker,0 likes,Amy Tucker,0 retweets,_Series_A,"Unreal Tournament III Gameplay: It’s not just for PC anymore, kiddos.

Share This http://tinyurl.com/yp6z5m",13 Dec 2007
486,1222,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,America’s Favorite Pakistani DemocRATS: Credit Funkor’s Flickr Stream Share This http://tinyurl.com/2eo5gg,13 Dec 2007
487,1229,ShareThis,/cristianciofu,0 likes,Cristian Ciofu,0 retweets,_Series_A,"[blog] follows changes: what? How? where? in what way?
When? coming soon ... 
Share This http://tinyurl.com/26jnn4",12 Dec 2007
488,1232,ShareThis,/UrduNews,0 likes,UrduNews,0 retweets,_Series_A,Pervez Musharraf's new home: http://tinyurl.com/2plgzr Share This fact feature report,12 Dec 2007
489,1237,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"Erykah Badu Speaks On Her New Single ‘Honey’: 

You can check out the song here.
Share This http://tinyurl.com/26bg82",11 Dec 2007
490,1238,ShareThis,/iblogr,0 likes,iBlogr Network,0 retweets,_Series_A,The next bubble?: [Via Giovy] Share This http://tinyurl.com/2v7xfm,11 Dec 2007
491,1244,ShareThis,/lastmac,0 likes,Last Mac News [IT] ,0 retweets,_Series_A,An iPod port done by 1 dollar: Share This http://tinyurl.com/3xy5r9,10 Dec 2007
492,1245,ShareThis,/DanielHonigman,0 likes,Daniel Honigman,0 retweets,_Series_A,"Video of the Day: Lil’ Wayne - Gossip (50 Cent diss…?): 

Share this entry http://tinyurl.com/365zsh",10 Dec 2007
493,1251,ShareThis,/cristianciofu,1 like,Cristian Ciofu,0 retweets,_Series_A,[blog] Good morning ... musical: Fatboy Slim-Slash Dot Dash music videos Share This http://tinyurl.com/yur4qt,6 Dec 2007
494,1252,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"Tyra B - Givin’ Me A Rush: 

Share This http://tinyurl.com/2cklhd",6 Dec 2007
495,1256,ShareThis,/cristianciofu,0 likes,Cristian Ciofu,0 retweets,_Series_A,[blog] Taxi-Love like a pair of shoes: Share This http://tinyurl.com/2jssy7,6 Dec 2007
496,1258,ShareThis,/cristianciofu,0 likes,Cristian Ciofu,0 retweets,_Series_A,[blog] Yahoo Messenger For Windows Vista: Finally we can Share This download and test http://tinyurl.com/3dawm5,5 Dec 2007
497,1267,ShareThis,/UrduNews,0 likes,UrduNews,0 retweets,_Series_A,Sentinel were fair to Share This http://tinyurl.com/2kd3a5 khana Kaba: Japan,3 Dec 2007
498,1272,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,"Protest in Hague, Holland - 1st Dec: 12►
Share This http://tinyurl.com/2ezaub",2 Dec 2007
499,1274,ShareThis,/iblogr,0 likes,iBlogr Network,0 retweets,_Series_A,This Christmas ...: Share This http://tinyurl.com/26toyn,2 Dec 2007
500,1277,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,Musharraf’s Supporters out in full force: Credit = KB Share This http://tinyurl.com/2mbxvj,1 Dec 2007
501,1278,ShareThis,/allucci,0 likes,Bruno Allucci,0 retweets,_Series_A,"Anyone know tell me why all I can for the share this link, and not the form? =(",1 Dec 2007
502,1284,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"Pictures: Alicia Keys, Rihanna, & Ashanti: 
Share This http://tinyurl.com/2x22js",30 Nov 2007
503,1289,ShareThis,/chancedite,0 likes,chancedite,0 retweets,_Series_A,I love to write health(?) …: I love to write health(?) blog. listen Powered by Jott Share This http://tinyurl.com/39foek,30 Nov 2007
504,1290,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,"Political Humor on Pakistan: 12►
Share This http://tinyurl.com/2gts55",29 Nov 2007
505,1291,ShareThis,/chancedite,0 likes,chancedite,0 retweets,_Series_A,People need to drink…: People need to drink more milk. listen Powered by Jott Share This http://tinyurl.com/2rn4r2,29 Nov 2007
506,1296,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,"Protest in Pictures - 4: 123►
Previous Protests in Pictures: [1], [2], [3]
Share This http://tinyurl.com/2h8voj",29 Nov 2007
507,1298,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"The Game: “I Dont Rap Anymore, Im A Martian”: 
uhhhh…yeah.
Share This http://tinyurl.com/2yw7yq",29 Nov 2007
508,1300,ShareThis,/UrduNews,0 likes,UrduNews,0 retweets,_Series_A,"سیاسی کارٹون: 
Share This http://tinyurl.com/yuoar9",29 Nov 2007
509,1301,ShareThis,/UrduNews,0 likes,UrduNews,0 retweets,_Series_A,Brave sometimes are not on the ground: This Share fisel robinia http://tinyurl.com/2dq6sq,29 Nov 2007
510,1303,ShareThis,/lastmac,0 likes,Last Mac News [IT] ,0 retweets,_Series_A,What happens to give away a Zune for Christmas?: [Via PlzAlliance] Share This http://tinyurl.com/25fk2p,28 Nov 2007
511,1304,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"Kidz In The Hall - Drivin’ Down The Block (Trailer): 

Share This http://tinyurl.com/2dxcxa",28 Nov 2007
512,1313,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,"Peace Initiative Pictures: 123►

Google Picasa Album - Peace Initiative [link]
Share This http://tinyurl.com/2ymyvc",27 Nov 2007
513,1317,ShareThis,/Teeth,0 likes,Teeth Maestro,0 retweets,_Series_A,Hall of Fame - Sindh High Court Non-PCO Judges: We salute our hero’s Share This http://tinyurl.com/34qaag,26 Nov 2007
514,1319,ShareThis,/lastmac,0 likes,Last Mac News [IT] ,0 retweets,_Series_A,One Christmas commercials based on the iMac: [Via AppleWeblog] Share This http://tinyurl.com/237nq8,26 Nov 2007
515,1326,ShareThis,/UrduNews,0 likes,UrduNews,0 retweets,_Series_A,"Will anything for cricket. Picture, video etc. more technical: click here.
Share This http://tinyurl.com/2dlj95",23 Nov 2007
516,1328,ShareThis,/cristianciofu,0 likes,Cristian Ciofu,0 retweets,_Series_A,[blog] Vanilla Sky - Umbrella Parody: Share This http://tinyurl.com/36u43n,22 Nov 2007
517,1331,ShareThis,/rsnyder6,0 likes,Roger Snyder,0 retweets,_Series_A,We’re Off to See the Wizard…: Share This http://tinyurl.com/3x49rq,21 Nov 2007
518,1339,ShareThis,/dgperis,0 likes,Daniel García Peris,0 retweets,_Series_A,I've added remoume and fresqui to Share-this Catalan,19 Nov 2007
519,1342,ShareThis,/jordi_ruizr,0 likes,jordi_ruizr,0 retweets,_Series_A,Another more installed plugin: ShareThis! in blog.entornao.com,18 Nov 2007
520,1349,ShareThis,/GetABar,0 likes,Soul G,0 retweets,_Series_A,"Video: Preview Of 50 Cent’s MTV Cribs Segment: 

Watch it on November 29th at 10:30PM Share This http://tinyurl.com/23zez2",16 Nov 2007
521,1351,ShareThis,/dgperis,0 likes,Daniel García Peris,0 retweets,_Series_A,Version 2.0 of the Share is a roll and is not let set up. I have taken the old and I have modified to add Digg and The Meddlesome,15 Nov 2007
522,1352,ShareThis,/dgperis,0 likes,Daniel García Peris,0 retweets,_Series_A,"The button Share this seems pretty full, we'll see if it leaves",15 Nov 2007
523,1353,ShareThis,/XavMP,0 likes,Javier M Pincemin,0 retweets,_Series_A,"""ShareThis"" does? I'll get a couple tutorial blogger",15 Nov 2007
524,1354,ShareThis,/H41F,0 likes,Niθ ΣΘΜΑ: þä½,0 retweets,_Series_A,"""Net talk"" ShareThis 2.0 update http://tinyurl.com/278oe2",14 Nov 2007
525,1358,ShareThis,/HPTXSoftware,0 likes,HPTX Software,0 retweets,_Series_A,"ShareThis, plugin to http://tinyurl.com/24u6js online service",13 Nov 2007
526,1363,ShareThis,/ShermanHu,0 likes,Sherman Hu,0 retweets,_Series_A,": Mobile post sent by shermanlive using Utterz.  Replies.  mp3
Share This http://tinyurl.com/39kbug",13 Nov 2007
527,1364,ShareThis,/cynarar,0 likes,Cynara Peixoto,0 retweets,_Series_A,Share This plugin now available for Blogger: http://tinyurl.com/2g2ubs,13 Nov 2007
528,1372,ShareThis,/carmenubh,0 likes,carmen,0 retweets,_Series_A,"Reading: ""the new version of Share This!"" (compárte_lo) 2.0: Hispanic Bloggers union ""(http://tinyurl.com/2pyha2)",12 Nov 2007
529,1379,ShareThis,/bildirgec,0 likes,bildirgec,0 retweets,_Series_A,"Share This 2.0 in use: Share This is no longer in use. This plugin, wordpress information used in fa. http://tinyurl.com/2u7r3k",10 Nov 2007
530,1380,ShareThis,/tonni83,0 likes,Mao Yu,0 retweets,_Series_A,"[Web2.0, share] sharing plugin ShareThis 2.0 release! http://tinyurl.com/28qfas",9 Nov 2007
531,1382,ShareThis,/markingegno,0 likes,Donato - markingegno,0 retweets,_Series_A,Adds auto-roll and ShareThis at his blog. When you neglect (no-post) tries to fix it with some caution manco was a cat:-S,9 Nov 2007
532,1385,ShareThis,/sunipeyk,0 likes,Sunipeyk,0 retweets,_Series_A,ShareThis new version: Alex King (org) has become the standard of adding social bookmarks tool Sh. .. http://tinyurl.com/yvvthc,9 Nov 2007
