,Avg_Tweets,Company,Series,Total_Likes,Total_Retweets,Series_Amount,Market
1,16.3846153846,1stdibs,Series_C,230,134,15000000,Semiconductors
2,1.60396039604,2tor,Series_C,10,32,32500000,
3,163.0,365Scores,Series_B,15,23,5500000,Apps
4,2.10975609756,36Kr,Series_C,58,21,20000,Startups
6,0.696850393701,6fusion,Series_B,2,28,7000000,Hardware + Software
7,4.47916666667,6sense,Series_A,42,43,12000000,Invest Online
9,7.75,AHAlife,Series_B,20,46,10100000,Shopping
10,0.467469879518,AbilTo,Series_A,18,54,3000000,VoIP
11,0.437346437346,AbilTo,Series_B,17,52,6000000,VoIP
12,0.738938053097,Abiquo,Series_A,11,6,2050000,-
13,0.364285714286,Achievers,Series_A,4,0,4700000,Technology
14,69.6666666667,Achievers,Series_C,16,67,24500000,Technology
21,4.5641025641,Acumatica,Series_C,42,71,10000000,Developer Tools
22,1.30147058824,AdMeld,Series_C,7,42,15000000,-
23,1.17730496454,AdReady,Series_C,16,13,5300000,Billing
24,0.552870090634,AdScale,Series_B,8,6,6150000,Advertising
25,0.343003412969,Adaptiveblue,Series_B,2,0,4520000,Celebrity
26,0.602076124567,Adaptivity,Series_B,24,54,3000000,Software
27,1.22619047619,Addepar,Series_B,163,112,50000000,
28,196.0,AdzCentral,Series_A,37,93,3200000,Hardware + Software
29,105.0,AdzCentral,Series_B,101,109,3200000,Hardware + Software
30,inf,Aereo,Series_A,11,61,20500000,
31,inf,Aereo,Series_B,92,109,38000000,
32,inf,Aereo,Series_C,123,122,34000000,
33,2.09459459459,Affectiva,Series_B,12,54,5700000,Fraud Detection
34,0.769911504425,Aipai,Series_C,29,15,38000000,Health Care
35,2.22535211268,Airware,Series_B,58,58,25000000,Enterprise Software
36,10.0952380952,Alfresco,Series_C,8,0,9000000,
37,2.23611111111,AlienVault,Series_B,41,99,8000000,
38,4.04761904762,AlienVault,Series_D,107,85,26500000,
39,227.0,Allegiance,Series_B,12,61,12000000,Network Security
43,0.472891566265,Amplience,Series_B,15,66,5700000,Diabetes
44,196.0,Ampulse,Series_A,7,0,8000000,Software
45,inf,Ampulse,Series_B,7,29,7300000,Software
46,3.06060606061,Andera,Series_B,3,12,9000000,Finance
47,28.6666666667,Animoto,Series_B,36,0,4400000,Real Estate
48,56.6666666667,Animoto,Series_C,9,17,25000000,Real Estate
52,0.798245614035,AppFirst,Series_A,7,39,4000000,Graphics
53,4.0,AppFog,Series_A,30,90,1800000,
54,2.11650485437,Appcelerator,Series_A,4,0,4100000,
55,11.5,Appcelerator,Series_D,150,176,22000000,
56,2.19318181818,Appconomy,Series_B,7,44,10000000,Bridging Online and Offline
57,0.30608974359,Appirio,Series_C,6,1,10000000,
58,6.60714285714,Appirio,Series_D,28,142,60000000,
59,0.350210970464,Appistry,Series_D,15,61,12000000,Cloud Computing
60,1.75806451613,Applause,Series_A,8,1,2300000,
61,19.0909090909,Applause,Series_B,22,0,5000000,
62,inf,Applause,Series_C,25,29,13000000,
63,inf,Applause,Series_D,3,54,17000000,
64,0.715415019763,Apprenda,Series_B,4,83,10000000,Local Based Services
65,2.68181818182,Apprenda,Series_C,101,195,16000000,Local Based Services
66,10.9,Aptana,Series_B,3,0,5500000,Inventory Management Systems
67,0.611538461538,Aptera,Series_C,9,2,24000000,Collaboration
68,0.40133037694,Aquto,Series_A,6,12,8000000,Health Care
70,51.0,Artspace,Series_A,29,100,2500000,Curated Web
71,52.25,Artspace,Series_B,33,80,8500000,Curated Web
72,inf,Artsy,Series_A,6,22,6000000,
73,inf,Artsy,Series_B,223,64,18500000,
74,1.03409090909,Artwise,Series_A,1,9,1000000,Specialty Retail
75,1.5041322314,Artwise,Series_B,35,22,1000000,Specialty Retail
77,9.0,Asana,Series_A,16,2,9000000,
78,13.4285714286,Assistly,Series_B,35,82,4000000,
79,0.536082474227,Authentix,Series_C,1,19,15000000,Security
80,inf,Automatic,Series_A,95,62,5300000,
81,0.468208092486,Avaak,Series_B,1,0,10000000,Audio
82,1.85542168675,Avegant,Series_A,102,102,9370000,-
84,1.82352941176,Aviir,Series_B,7,24,10000000,Biotechnology
85,2.98630136986,Awareness,Series_A,6,0,7000000,Audio
86,inf,Awareness,Series_B,10,64,9900000,Audio
87,40.0,Axial,Series_A,5,20,6500000,B2B
88,103.0,Axial,Series_B,14,19,11000000,B2B
89,4.04651162791,Ayasdi,Series_A,163,309,10000000,
90,2.24418604651,Ayasdi,Series_B,116,198,30600000,
91,1.50714285714,B5M,Series_A,0,24,7100000,Online Rental
92,5.71875,B5M,Series_B,37,78,16000000,Online Rental
93,6.55882352941,BOKU,Series_A,9,0,13000000,
94,inf,BOKU,Series_C,5,8,25000000,
95,8.3,Backupify,Series_A,41,31,4500000,
96,14.8461538462,Backupify,Series_B,48,71,5000000,
97,6.96296296296,Backupify,Series_C,34,53,9000000,
98,2.96875,Balihoo,Series_C,2,0,7000000,mHealth
99,2.64788732394,Balluun,Series_A,19,65,3300000,B2B
100,17.0,BandPage,Series_C,72,75,9250000,Virtualization
101,209.0,Banjo,Series_A,8,18,5000000,Online Gaming
102,0.708502024291,Baronova,Series_C,21,66,27300000,Advertising
103,43.0,BaubleBar,Series_B,245,63,10000000,Fashion Tech
104,2.67142857143,BayRu,Series_C,40,98,4000000,IT Management
105,42.0,Beckon,Series_A,143,90,8000000,Marketing
106,105.0,Become,Series_C,5,0,17500000,Software
107,218.0,Become,Series_D,11,0,8000000,Software
108,0.68085106383,Beepi,Series_A,69,63,5000000,
109,2.05882352941,Bellabox,Series_A,82,36,1400000,E-Commerce
110,5.28205128205,Bellabox,Series_B,51,20,2700000,E-Commerce
111,inf,Belly,Series_A,55,49,2500000,
112,inf,Belly,Series_B,14,42,10000000,
113,0.37067209776,Betaworks,Series_A,5,0,7500000,
114,1.96703296703,Betaworks,Series_B,45,33,20000000,
115,2.01282051282,BetterCloud,Series_C,208,125,8600000,Visual Search
116,28.5,Betterment,Series_A,4,23,3000000,Technology
117,96.5,Betterment,Series_B,33,79,10000000,Technology
118,102.0,Betterment,Series_C,133,111,32000000,Technology
119,inf,Between,Series_A,197,115,3000000,Content
121,5.05714285714,BigDoor,Series_C,25,104,5000000,Biotechnology
122,187.0,Birchbox,Series_A,3,4,10500000,
123,inf,Birchbox,Series_B,125,24,60000000,
124,7.0,Bitly,Series_A,14,0,2000000,
125,24.7142857143,Bitly,Series_B,14,30,10000000,
126,0.845771144279,Bizible,Series_A,14,72,1700000,iPhone
127,25.5,Bizo,Series_B,8,34,10000000,Real Time
128,27.25,BlogHer,Series_B,8,0,5000000,E-Commerce
129,40.4,BlogHer,Series_C,7,0,7000000,E-Commerce
130,inf,BlogTalkRadio,Series_B,2,50,1936608,-
131,5.5625,BloomSpot,Series_A,3,19,9000000,
132,157.0,BloomSpot,Series_B,0,3,35000000,
135,32.6666666667,Bluebox,Series_B,122,92,18000000,Advertising
136,20.625,Bluestacks,Series_A,11,20,7600000,-
137,0.279534109817,BodyShopBids,Series_B,17,101,10000000,Biotechnology
139,3.54098360656,Booyah,Series_A,3,0,4500000,Apps
140,219.0,Booyah,Series_B,7,0,5000000,Apps
141,211.0,Booyah,Series_C,4,10,20000000,Apps
142,0.209230769231,BountyJobs,Series_C,6,27,4800000,Curated Web
143,0.227401129944,BountyJobs,Series_D,24,72,4500000,Curated Web
144,38.0,Boxee,Series_A,2,0,4000000,
145,170.0,Boxee,Series_B,6,0,6000000,
146,1.40816326531,Boxfish,Series_A,2,7,3000000,Internet TV
147,1.70434782609,Boxfish,Series_B,84,97,7000000,Internet TV
148,10.1111111111,Brammo,Series_B,7,57,28000000,Business Services
149,13.3333333333,Brammo,Series_C,61,129,25000000,Business Services
150,19.1111111111,Brammo,Series_D,174,134,9500000,Business Services
151,1.97894736842,Brandwatch,Series_A,16,50,1500000,E-Commerce
152,50.0,Brandwatch,Series_B,182,135,22000000,E-Commerce
153,inf,Breather,Series_A,144,94,6000000,Mobile Security
154,inf,Bright,Series_A,21,68,6000000,Search
155,inf,Bright,Series_B,69,53,14000000,Search
156,1.54285714286,BrightScope,Series_B,4,0,2000000,Finance
157,2.67142857143,BrightScope,Series_C,7,104,3000000,Finance
158,inf,Brighter,Series_A,13,30,5000000,Content Marketing
159,inf,Brighter,Series_B,18,30,8000000,Content Marketing
160,inf,Brighter,Series_C,110,81,15000000,Content Marketing
161,1.21739130435,Brightpearl,Series_B,43,99,8000000,
162,0.779527559055,Brightpearl,Series_C,74,81,10000000,
163,2.66666666667,Bromium,Series_C,102,158,40000000,Advertising
166,1.5,BuyVIP,Series_C,5,0,20000000,Online Shopping
167,27.4285714286,BuyWithMe,Series_A,1,31,5500000,Productivity Software
168,5.83870967742,BuyWithMe,Series_B,2,14,16000000,Productivity Software
169,56.6666666667,BuyWithMe,Series_C,11,17,10000000,Productivity Software
170,27.2857142857,BuzzFeed,Series_B,38,47,8000000,
171,inf,BuzzFeed,Series_D,134,56,19300000,
172,8.90909090909,Cabify,Series_A,136,144,8000000,Fraud Detection
174,70.3333333333,Capriza,Series_A,6,35,10500000,Clean Technology
175,30.6666666667,Capriza,Series_B,66,34,13000000,Clean Technology
176,1.13194444444,Captricity,Series_A,61,127,2400000,Digital Marketing
177,0.848039215686,Captricity,Series_B,91,129,10000000,Digital Marketing
178,inf,Cardiox,Series_B,7,0,786300,Semiconductors
179,4.02,Cash4Gold,Series_B,24,0,20000000,Finance
180,0.302816901408,Catavolt,Series_A,2,63,1500000,Enterprise Software
181,2.0,Causata,Series_B,4,54,11000000,Social Media
182,9.85714285714,Causes,Series_A,4,0,2350000,
183,inf,Causes,Series_C,9,41,9000000,
184,12.9375,ChaCha,Series_C,7,0,14000000,Electric Vehicles
185,70.6666666667,ChaCha,Series_D,2,1,16000000,Electric Vehicles
186,106.5,Chango,Series_A,5,11,1400000,Kids
187,202.0,Chango,Series_B,6,33,4250000,Kids
188,1.11764705882,Channelinsight,Series_D,3,13,3300000,SaaS
189,1.4696969697,Chargebee,Series_A,188,109,800000,IaaS
191,3.41935483871,Chartboost,Series_B,164,183,19000000,Bitcoin
192,0.337662337662,ChipIn,Series_B,6,0,5000000,Curated Web
194,1.06369426752,Chunyu,Series_A,3,11,3000000,Health Care
195,1.55833333333,Chunyu,Series_B,3,7,1000000,Health Care
196,inf,Circle,Series_A,113,92,9000000,-
197,inf,Circle,Series_B,137,71,17000000,-
198,2.98039215686,CircleUp,Series_A,98,104,7500000,Marketplaces
199,108.5,ClassPass,Series_A,242,82,12000000,
200,0.908045977011,ClearSlide,Series_B,14,62,28000000,Advertising
201,2.40845070423,ClearSlide,Series_C,111,138,50000000,Advertising
202,inf,Clever,Series_A,130,69,10300000,
203,inf,Clever,Series_B,238,105,30000000,
204,19.1818181818,Clicker,Series_A,10,0,8000000,E-Commerce
205,51.5,Clicker,Series_B,6,10,11000003,E-Commerce
206,0.705627705628,Clickfox,Series_C,1,19,17892602,Software
207,1.608,Clinicient,Series_C,142,122,15000000,Software
208,3.9375,CloudBees,Series_A,58,94,4000000,Technology
209,7.33333333333,CloudBees,Series_B,77,174,10500000,Technology
210,9.0,CloudBees,Series_C,160,104,11200000,Technology
211,51.75,CloudFlare,Series_B,13,46,20000000,
212,3.01785714286,CloudMade,Series_B,38,74,9500000,Automotive
213,0.610169491525,CloudOn,Series_A,2,1,8000000,Location Based Services
214,2.828125,CloudPhysics,Series_B,66,206,10000000,Collaborative Consumption
215,4.7027027027,CloudPhysics,Series_C,87,151,15000000,Collaborative Consumption
219,1.91954022989,Cloudian,Series_A,12,38,11600000,Wireless
220,2.5243902439,Cloudian,Series_B,24,27,5100000,Wireless
221,1.59813084112,Cloudian,Series_C,41,102,24000000,Wireless
222,1.23943661972,Cloudscaling,Series_A,43,151,4000000,PaaS
223,0.835106382979,Clustrix,Series_B,34,26,12000000,
224,2.12643678161,Clustrix,Series_C,28,49,16500000,
225,2.15584415584,Coalfire,Series_B,36,22,3600000,Security
229,4.87179487179,Colorescience,Series_A,13,10,10000000,E-Commerce
230,7.34615384615,Colorescience,Series_B,93,59,15000000,E-Commerce
231,2.01282051282,CommonFloor,Series_C,17,38,7500000,
232,1.38571428571,ComparaOnline,Series_A,7,71,5000000,Personal Finance
233,1.07189542484,ComparaOnline,Series_B,26,79,11000000,Personal Finance
234,inf,Comprehend,Series_A,124,96,8400000,Families
235,inf,Comprehend,Series_B,202,96,21000000,Families
236,inf,Conductor,Series_C,39,108,20000000,Android
237,inf,ConnectEdu,Series_C,4,0,8200000,Curated Web
238,inf,ConnectEdu,Series_D,13,32,7000000,Curated Web
239,0.182489451477,Connotate,Series_A,4,4,5250000,Data Mining
241,5.64516129032,Conviva,Series_C,8,44,15000000,
242,15.5384615385,Conviva,Series_D,23,74,15000000,
243,5.18604651163,Cooliris,Series_C,13,14,9600000,
244,208.0,CorNova,Series_B,3,22,2500000,Biotechnology
245,1.35384615385,Coraid,Series_B,7,21,25000000,Web Hosting
246,1.16923076923,Coraid,Series_C,5,102,50000000,Web Hosting
247,2.34482758621,Correx,Series_B,23,70,2800000,Health Care
248,0.717842323651,Cotap,Series_A,3,35,5500000,College Recruiting
249,1.79611650485,Covestor,Series_B,53,74,12750000,
256,0.450097847358,Criteo,Series_B,1,1,10400000,
257,4.44117647059,Criteo,Series_C,6,31,6360000,
258,5.84375,Criteo,Series_D,48,107,40000000,
259,1.88659793814,Crittercism,Series_A,39,50,5500000,
260,3.61403508772,Crittercism,Series_B,42,72,12000000,
261,1.05365853659,CrossLoop,Series_B,15,0,6000000,Curated Web
262,3.50877192982,CrossLoop,Series_C,4,30,1500000,Curated Web
263,1.30303030303,CrowdFlower,Series_B,55,77,7000000,Handmade
264,6.9,CrowdFlower,Series_C,144,143,12500000,Handmade
265,1.58474576271,CrowdTwist,Series_A,31,148,6000000,Web Hosting
266,39.75,Crowdcube,Series_B,101,119,8000000,Business Services
267,0.665441176471,Crowdpark,Series_B,11,79,6000000,Gambling
268,22.25,Crowdtap,Series_B,92,104,5000000,Loans
270,17.6363636364,CustomMade,Series_A,14,35,2100000,
271,23.1111111111,CustomMade,Series_B,5,34,4000000,
272,67.3333333333,CustomMade,Series_C,39,65,18000000,
273,1.72357723577,D2S,Series_B,3,0,9000000,Commercial Real Estate
274,2.57692307692,DHgate,Series_C,2,0,2000000,E-Commerce
275,8.08333333333,DHgate,Series_D,52,22,16000000,E-Commerce
276,0.355029585799,DNAnexus,Series_B,30,64,15000000,
277,2.42465753425,DNAnexus,Series_C,148,166,15000000,
278,0.623794212219,DREAMLINES,Series_A,5,18,2750000,PaaS
279,0.851851851852,DREAMLINES,Series_B,19,24,9750000,PaaS
280,0.855,DREAMLINES,Series_C,23,14,25000000,PaaS
282,2.02830188679,Dailymotion,Series_B,9,0,34000000,
283,53.25,Dailymotion,Series_C,3,0,25000000,
284,0.580985915493,DataGravity,Series_B,85,114,30000000,Wireless
285,0.874396135266,DataPop,Series_A,6,30,1700000,
286,0.477653631285,DataPop,Series_B,12,50,7000000,
287,3.0,DataSift,Series_A,58,82,6000000,
288,12.2352941176,DataSift,Series_B,87,160,15000000,
289,10.3684210526,DataSift,Series_C,138,122,42000000,
290,0.810526315789,DataSphere,Series_C,13,10,10000000,Software
291,0.668103448276,DataSphere,Series_D,5,17,8000000,Software
292,0.942583732057,Datadog,Series_A,47,77,6200000,Online Dating
293,1.51219512195,Datadog,Series_B,75,135,15000000,Online Dating
294,2.57142857143,Datalogix,Series_C,92,71,45000000,
295,0.604501607717,Datameer,Series_B,62,75,9300000,SEO
296,5.63636363636,Datameer,Series_C,46,137,6000000,SEO
297,3.79545454545,Datameer,Series_D,160,143,19000000,SEO
298,5.26470588235,Dayima,Series_A,19,15,1000000,Enterprise Software
299,7.17391304348,Dayima,Series_B,57,22,10000000,Enterprise Software
300,6.0,Dayima,Series_C,103,20,30000000,Enterprise Software
301,7.82608695652,Daylife,Series_C,14,0,4000000,Home Owners
302,4.1914893617,DealsAndYou,Series_B,4,12,17000000,Curated Web
303,inf,Decide,Series_A,5,38,2500000,-
304,inf,Decide,Series_B,18,37,6000000,-
305,inf,Decisyon,Series_A,36,84,15000000,Semiconductors
306,inf,Decisyon,Series_B,181,99,22000000,Semiconductors
307,1.6393442623,Deliveroo,Series_A,74,111,4600000,Biotechnology
308,10.5,Descomplica,Series_A,9,30,1500000,Computer Vision
309,24.8888888889,Descomplica,Series_B,142,81,5000000,Computer Vision
310,1.04069767442,DeviantArt,Series_A,1,1,3500000,Graphics
311,inf,DeviantArt,Series_B,44,21,10000000,Graphics
312,inf,Digg,Series_C,4,0,28700000,
313,inf,Digg,Series_D,0,26,5000000,
314,3.51612903226,Dimdim,Series_B,1,0,6000000,Cloud Data Services
315,1.12631578947,Disqus,Series_B,6,0,500000,
316,105.0,Disqus,Series_C,14,17,10000000,
317,13.9333333333,Divante,Series_A,55,82,850000,B2B
318,3.51020408163,Divante,Series_B,111,60,2300000,B2B
319,2.76470588235,Divergence,Series_C,6,0,11800000,Small and Medium Businesses
320,inf,Divide,Series_A,18,82,11000000,Startups
321,inf,Divide,Series_B,51,92,12000000,Startups
322,3.50980392157,DogVacay,Series_A,21,48,6000000,
323,10.1333333333,DogVacay,Series_B,27,30,15000000,
324,3.56451612903,DoorDash,Series_A,186,53,17300000,
325,3.60714285714,DotCloud,Series_A,21,82,10000000,
326,1.25954198473,Doximity,Series_A,19,48,10800000,
327,4.91666666667,Doximity,Series_C,275,185,54000000,
328,2.2619047619,Doxo,Series_B,45,56,10000000,Crowdsourcing
329,41.2,DramaFever,Series_B,19,69,4500000,Specialty Foods
330,21.0,Drawbridge,Series_A,19,47,6500000,Mobile
331,10.3,DriverSide,Series_A,3,0,3000000,Cloud Infrastructure
332,70.0,DriverSide,Series_B,4,0,5300000,Cloud Infrastructure
333,inf,DriverSide,Series_C,4,10,2300000,Cloud Infrastructure
334,5.25,DueDil,Series_A,30,52,5000000,Data Visualization
335,7.25925925926,DueDil,Series_B,167,147,17000000,Data Visualization
336,68.6666666667,Duetto,Series_A,67,168,10100000,Small and Medium Businesses
337,64.6666666667,Duetto,Series_B,159,110,21000000,Small and Medium Businesses
339,1.64885496183,Duolingo,Series_A,32,41,3300000,Mobile Video
340,23.2857142857,Duolingo,Series_B,21,20,15000000,Mobile Video
341,215.0,Duolingo,Series_C,98,24,20000000,Mobile Video
342,14.4285714286,Dwolla,Series_A,8,25,1000000,Online Shopping
343,37.4,Dwolla,Series_B,15,45,5000000,Online Shopping
344,30.5714285714,Dwolla,Series_C,95,115,16500000,Online Shopping
345,22.4444444444,Dwolla,Series_D,274,155,9700000,Online Shopping
346,2.46153846154,Dxterity,Series_B,1,3,790000,Biotechnology
349,0.214473684211,ESTECH,Series_D,2,6,8500000,Mobile Security
354,2.0,Echonest,Series_C,52,74,7000000,Big Data Analytics
355,3.46,Echonest,Series_D,29,81,17300000,Big Data Analytics
356,0.258297258297,Edgeware,Series_B,3,0,8000000,Software
357,103.5,Edmodo,Series_B,62,55,15000000,
358,211.0,Edmodo,Series_D,229,114,30000000,
359,14.6,Ektron,Series_C,53,109,4500000,Enterprise Software
362,2.22857142857,EndPlay,Series_C,0,45,21500000,Semiconductors
363,0.329032258065,Enecsys,Series_B,3,21,41000000,Public Transportation
364,1.675,EnergyHub,Series_B,4,30,14500000,
365,0.449612403101,Enevo,Series_A,74,85,8000000,Mobile Health
368,1.94936708861,EnglishCentral,Series_C,31,21,2000000,Beauty
369,9.81818181818,Engrade,Series_A,4,32,3000000,Subscription Businesses
370,11.7,Engrade,Series_B,101,58,5000000,Subscription Businesses
371,2.07142857143,Etouches,Series_B,8,80,7800000,Finance
372,1.68085106383,Etsy,Series_C,3,1,3250000,
373,217.0,Etsy,Series_D,3,0,27000000,
374,inf,Euclid,Series_A,0,23,5800000,3D Printing
375,178.0,Euclid,Series_B,46,74,17300000,3D Printing
376,5.55,EverTrue,Series_A,108,91,5250000,Android
377,5.07894736842,EverTrue,Series_B,197,107,8000000,Android
378,0.345811051693,EveryScape,Series_C,14,1,6000000,Cleaning
379,0.899038461538,EverythingMe,Series_C,17,93,25000000,Health Care
381,0.270392749245,Exit41,Series_A,2,2,6000000,Android
384,197.0,EyeEm,Series_A,38,13,5000000,Health Care
387,inf,Fancy,Series_A,5,11,6000000,SaaS
388,inf,Fancy,Series_B,5,17,10000000,SaaS
389,inf,Fancy,Series_C,20,36,26400000,SaaS
390,3.4,Fanduel,Series_B,9,65,4000000,Human Resources
391,74.0,Fanduel,Series_C,95,57,11000000,Human Resources
392,205.0,Fanduel,Series_D,170,95,70000000,Human Resources
393,0.798319327731,FarmLink,Series_B,76,127,20000000,Agriculture
394,7.6,FeeX,Series_A,34,19,3000000,Performance Marketing
395,3.91304347826,FeeX,Series_B,116,71,6500000,Performance Marketing
396,0.856557377049,Fiksu,Series_A,4,10,5500000,Private Equity 
397,1.34615384615,Finestrella,Series_B,4,8,13800000,Analytics
398,29.0,FireBlade,Series_B,2,29,1500000,-
399,1.47706422018,FireHost,Series_A,13,16,2000000,Finance
400,2.36144578313,FireHost,Series_D,42,72,12000000,Finance
401,1.62393162393,FiscalNote,Series_A,260,198,7000000,Small and Medium Businesses
402,3.3125,FiscalNote,Series_B,393,190,10000000,Small and Medium Businesses
403,inf,Fitbit,Series_D,29,32,43000000,Shoes
404,14.8571428571,Five9,Series_C,1,10,8600000,Video Games
405,4.16666666667,Five9,Series_D,25,37,22000000,Video Games
406,112.5,FiveStars,Series_A,34,97,14500000,
407,190.0,FiveStars,Series_B,154,158,26000000,
408,1.02298850575,Flashnotes,Series_A,107,89,3600000,Social Network Media
409,4.46341463415,FlightCar,Series_B,108,60,13500000,
410,61.6666666667,Flite,Series_C,62,51,23000000,Health Care
411,0.788321167883,Flixster,Series_B,1,0,5000000,
412,71.6666666667,Flock,Series_D,4,0,15000000,Risk Management
413,inf,Flurry,Series_B,10,17,7000000,
414,208.0,Flurry,Series_C,5,19,15000000,
415,inf,Flurry,Series_D,12,31,25000000,
416,0.344902386117,Flypaper,Series_B,11,2,3500000,Software
417,69.0,Focus,Series_C,3,0,12170000,E-Commerce
418,0.80198019802,ForgeRock,Series_A,13,158,7000000,Advertising
419,1.71428571429,ForgeRock,Series_B,23,133,15000000,Advertising
420,2.75641025641,Freewheel,Series_C,1,0,12000000,Internet Marketing
421,7.78571428571,Friendster,Series_D,14,0,20000000,
422,3.63461538462,FullContact,Series_A,44,114,7000000,Edtech
423,0.103590347263,FunPlus,Series_B,23,41,74000000,Biotechnology
424,54.75,Fundera,Series_A,205,85,3400000,Mobile Advertising
425,1.73737373737,FutureAdvisor,Series_A,33,42,5000000,Games
426,0.890547263682,FutureAdvisor,Series_B,96,67,15500000,Games
427,57.5,Fynanz,Series_A,0,8,6500000,Location Based Services
428,50.75,Fynanz,Series_B,17,25,12500000,Location Based Services
430,2.89090909091,Gaikai,Series_C,13,44,30000000,Messaging
431,1.08724832215,Gainsight,Series_B,72,81,20000000,Databases
432,1.35833333333,Gainsight,Series_C,135,92,25000000,Databases
433,1.46043165468,Gamervision,Series_C,21,28,1500000,Games
434,0.833333333333,Games2Win,Series_B,7,13,6000000,-
435,3.40625,Garlik,Series_B,3,1,11950000,Security
436,219.0,Garlik,Series_C,4,0,2340000,Security
437,188.0,Gather,Series_D,14,0,5300000,Local Businesses
438,8.39130434783,Gemvara,Series_D,12,77,25000000,Predictive Analytics
442,43.0,Geni,Series_C,9,13,5000000,
443,0.440922190202,GenoLogics,Series_D,5,43,8000000,Biotechnology
444,11.5882352941,GetJar,Series_B,3,19,11000000,Mobile Software Tools
445,19.625,GetJar,Series_C,8,14,25000000,Mobile Software Tools
448,18.2222222222,Getaround,Series_A,7,49,3400000,
449,14.5454545455,Getaround,Series_B,36,60,13900000,
450,inf,Getglue,Series_C,0,0,6000000,Virtualization
451,inf,Getglue,Series_D,4,2,12000000,Virtualization
452,2.73611111111,Gigaom,Series_B,5,0,1000000,Cloud Infrastructure
453,152.0,Gigaom,Series_D,76,80,2500000,Cloud Infrastructure
454,2.11235955056,Gigwalk,Series_A,30,60,6000000,
455,1.77981651376,Gigwalk,Series_B,71,45,10000000,
456,40.8,Gild,Series_A,31,44,9100000,Games
457,205.0,Gild,Series_B,63,49,13500000,Games
458,3.43548387097,Glassdoor,Series_B,6,0,6500000,
459,66.6666666667,Glassdoor,Series_C,28,50,12000000,
460,201.0,Glassdoor,Series_D,84,98,20000000,
461,4.73333333333,Glyde,Series_B,2,3,21000000,Parking
462,7.06896551724,Glympse,Series_B,11,22,7500000,Web Hosting
463,18.7777777778,Gogobot,Series_C,103,43,20000000,
466,8.61904761905,Goodguide,Series_A,26,43,3730000,Open Source
467,2.28767123288,Goodguide,Series_B,26,2,5500000,Open Source
469,0.522935779817,GreenSQL,Series_B,15,50,5900000,E-Commerce
470,202.0,Greenling,Series_B,89,105,5200000,Software
471,1.45762711864,Grockit,Series_C,29,49,7000000,
472,3.22448979592,Grockit,Series_D,23,69,7000000,
474,10.0,Grovo,Series_A,210,77,5500000,Predictive Analytics
475,3.87037037037,Grovo,Series_B,244,93,15000000,Predictive Analytics
476,14.6153846154,GrubHub,Series_D,7,37,20000000,
477,1.02666666667,Guidespark,Series_B,56,46,15000000,-
478,1.22891566265,Gutcheck,Series_A,5,18,2000000,Market Research
479,5.72222222222,Gutcheck,Series_B,281,139,4000000,Market Research
480,29.4285714286,Hailo,Series_A,32,45,17000000,Mobile Analytics
481,40.0,Hailo,Series_B,45,52,30600000,Mobile Analytics
482,0.579617834395,HarQen,Series_A,1,13,2700000,Staffing Firms
483,0.5,HarQen,Series_B,6,33,4300000,Staffing Firms
486,15.6923076923,HealthTap,Series_A,9,18,11500000,Task Management
487,46.25,HealthTap,Series_B,19,42,24000000,Task Management
491,10.45,Hedvig,Series_B,131,78,10000000,Software
492,0.807291666667,Heliatek,Series_C,45,43,22860000,Big Data Analytics
493,14.1333333333,HelloFresh,Series_B,20,50,10000000,
494,15.6923076923,HelloFresh,Series_C,27,39,7500000,
495,22.4444444444,HelloFresh,Series_D,50,39,50000000,
496,0.462686567164,HelloWallet,Series_A,14,17,3600000,Loyalty Programs
497,4.44444444444,Hightail,Series_D,5,15,15000000,
498,7.47619047619,Hipmunk,Series_A,14,32,4200000,
499,6.12903225806,Hipmunk,Series_C,85,39,20000000,
500,2.89655172414,HireVue,Series_C,26,62,22000000,
501,6.36666666667,HireVue,Series_D,95,90,25000000,
502,3.57777777778,Homejoy,Series_B,81,44,38000000,
503,0.555555555556,HoneyBook,Series_A,115,57,10000000,Marketing
504,0.504885993485,HookLogic,Series_A,2,19,9500000,
505,inf,Hopper,Series_A,5,34,8000000,Social Media
506,inf,Hopper,Series_B,20,56,12000000,Social Media
507,0.429333333333,Hotelicopter,Series_B,11,37,1500000,Networking
508,3.85,HourlyNerd,Series_B,196,94,7800000,SaaS
511,3.80769230769,HouseTrip,Series_A,11,19,2700000,Logistics
512,12.625,HouseTrip,Series_B,0,24,17000000,Logistics
513,17.7272727273,HouseTrip,Series_C,31,74,40000000,Logistics
514,101.0,Huddle,Series_B,7,33,10200000,Mobile Video
515,43.4,Huddler,Series_A,17,0,5000000,SaaS
516,inf,Huddler,Series_B,5,30,17000000,SaaS
517,1.72072072072,Hupu,Series_C,57,67,16000000,-
518,inf,IFTTT,Series_B,29,12,30000000,Publishing
520,43.2,IMVU,Series_D,4,4,10000000,Optimization
521,0.62783171521,Idbyme,Series_B,75,33,4500000,Fashion
522,22.875,IdeaPaint,Series_C,34,45,5000000,Technology
523,inf,Identified,Series_A,13,37,1500000,
524,inf,Identified,Series_B,14,94,21000000,
525,4.45454545455,Idleair,Series_B,1,94,3000000,Clean Technology
526,0.86432160804,Ifbyphone,Series_B,14,45,8000000,-
527,3.45614035088,Ifbyphone,Series_D,115,104,9000000,-
